"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",103.796,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",94.74368,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",100.3836,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",106.9152,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",100.6769,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",111.1194,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",102.6635,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",114.743,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",113.8456,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",81.67232,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",81.09876,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",89.20533,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",81.71809,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",84.53698,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",80.24931,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",80.16884,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",79.05038,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",79.99413,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",82.09737,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",83.32963,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",82.20967,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",89.60132,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",88.33536,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",96.55752,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",103.3164,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",105.265,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",87.26786,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",79.58986,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",78.29658,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",90.94969,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",82.37091,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",80.29034,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",82.79462,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",78.27261,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",79.68072,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",78.40115,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",81.80055,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",80.30482,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",79.87438,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",79.45038,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",77.82637,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",79.23026,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",77.64793,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",83.1042,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",78.30987,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",84.34122,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",83.64101,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",79.64338,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",81.84672,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",88.49879,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",83.91504,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",85.58023,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",77.13374,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",87.4434,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",94.84029,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",86.52027,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",88.9828,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",85.49181,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",90.53146,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",97.37488,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",97.04415,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",95.25352,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",104.9122,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",102.455,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",102.5821,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",110.1685,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",105.2786,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",100.3477,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",99.19137,,
"WSCNDW01","Work started for dwellings sa, Index","FRA","France","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",99.58836,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",91.13084,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",87.21416,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",86.71917,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",94.32667,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",92.55,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",90.64667,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",89.47667,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",88.85667,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",87.78333,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",86.00333,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",87.08,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",85.87666,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",85.42667,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",88.39333,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",89.30666,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",88.62334,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",89.82333,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",94.72,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",94.37,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",93.89,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",93.07,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",91.47,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",93.11,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",91.46,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",90.52,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",89.96,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",90.17,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",88.38,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",89.88,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",90.09,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",87.64,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",88.84,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",87.12,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",88.69,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",87.54,,
